data,label_vector
"[0.5816404584295584, 0.05438555675146486, -0.11764941324240406, -0.8174487999595935, -1.3752772229439252, 0.5032281796157619, 0.27387305639773063, 0.4132521079743988, 0.05236330234391385, 1.3795838697859732, -1.2444757234459773, -0.042920126773435936, 0.22456224488719503, 2.66979130042152, -0.22371971978599903, 0.392602236726101, 1.4228294493319047, 0.4632349213320142, 1.5101551758242346, 1.246149637222011, 0.8780399608036769, 0.6805118790173499, -1.4850143381719911, -0.6067385933757942, 0.5260187888835429, -0.4734058020695252, 0.3255582255662849, 0.8846067900832794, -1.1963846954685635, 1.0853559021370063, 0.6735122921613953, -0.18276558259141595, 0.7041227475480838, 0.3664779418491387, -2.429605811076503, 0.36991585751855016, -0.2527894421790612, 0.1385521356259083, 1.1694762459150405, -0.1204172971871989, -0.2873239682545536, -0.6164414905547965, 0.6921842977896876, -0.4172131134581586, -2.2876933987773667, 0.3177378043792737, 0.5984797269359188, 1.4111821024789055, -0.167376712611694, 0.47242649760201716, 1.7353304187491616, 0.9998839330135109, 0.6232043175707879, -0.1954183143316288, 1.3965492797859809, 2.12165482930429, 1.1533629931043476, 0.07805082677678477, 0.22739199674608476, -1.037467212383433, -0.11313619148020831, -0.7296013989978831, -0.5506913434946885, 2.2311237050735087, 0.9722883445791671, -0.7714774676089258, -0.056837762352552855, -0.6603640108715203, -0.6903994364387657, -0.8891659844317525, -0.609268416387207, 0.28055729303630017, 1.0497188551265142, -0.3434849711148032, -0.6136337029969839, 1.2934953274475727, -0.026072210427850653, 1.2060572841633053, 0.9419874901602262, -1.2198766046956608, -0.8453746450213976, 1.114251503950578, -0.10974275441115254, 0.27864395344818416, 0.534717585926558, -0.47756875212124855, 0.5918107969212355, -1.6710166036630227, 0.7728885849632046, -1.654329505056983, 0.41733260626188945, -1.1118977377568884, -0.9531325482325015, -0.312854934721041, 0.3307902647855447, 0.7190686063507977, 1.3777315001155486, 1.021792521235069, -0.24687696712198198, -3.1929772429536425]","[1, 0, 0, 0, 2, 1, 0, 1, 0, 1, 1, 2, 2, 1, 1, 2, 0, 0, 2, 0, 2, 0, 0, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 0, 0, 0, 2, 2, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 2, 2, 1, 2, 0, 0, 1, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 2, 0, 0, 1, 1, 0, 2, 1, 2, 0, 0, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1]"
"[-1.4427285111860573, 0.18583864269848926, -1.212052316284606, 0.40295541858819783, 0.8970828256724649, -1.4118060138628623, -0.10835906894184916, 3.380703605150819, -0.48490953338436144, 0.49178810226717096, 1.0314990599043825, -0.5858401856806947, -0.7544341243798383, 0.35225682017559146, 2.061404749127096, -2.30305287323551, -0.20726309568919854, -0.29138466992343487, 1.4003994549367758, -0.6115621005309066, 0.5210616524473655, 0.4581621740455123, 0.5552329435669227, -0.11813368532717762, 1.1640958001096184, -0.4216647182116318, -1.08771443974035, -0.05142715476365665, -1.214591371940288, -0.40657443490334233, 1.6154230986001001, 0.66729009819727, -0.12404382134340446, 0.17643202352771747, 0.2087986420012649, 0.54498942125816, 0.640158827971399, 0.05991523125986848, -0.07239005280384027, 0.8896633328251861, 1.0274644088606038, 0.7618753616778658, -0.9563311224363442, -0.07071977901152315, 0.016366886833606594, 0.6529116195527066, -0.15424480795616566, -0.915881507570932, -0.4599843084768805, -0.4884305873324684, -0.3418541310255673, 0.699311646676271, -1.8706435886443091, 2.4689435030067295, 0.18743306069689752, 0.29840301147525916, -1.7570249318558948, -0.22998922751225293, 1.6872075264263724, 1.5741860729877148, 0.8713126829291007, -0.9785393187698637, -0.28818629228274334, -1.1233003107399033, -0.8564377450950789, -0.34588515753537297, -0.5064152181950642, -1.1720656516043675, -0.9873030709671774, -0.7562893118877945, 2.052732057916091, 1.292199606626452, 0.2737349351795974, -1.770804953546545, -0.3421136074461457, 0.25279744142550714, -0.8842282029807239, 2.4947817657721285, -0.6328740941174212, -0.002272191889544321, -1.5738909089609348, 0.1500663295683597, -0.9790042550139604, -0.6567496143392728, 1.1214935849221703, -0.0770653021394384, 1.1670199046861296, -1.0238771527642991, 0.13327272288381503, -0.02749354698012785, -1.391456679761486, -0.20696901145730154, -0.5099813840042133, 0.5060459534244662, 1.1585652189070974, -0.22594505400246864, -0.2998029005399659, 0.015495517758977746, -0.533415361220638, 0.7330789667590994]","[1, 2, 0, 1, 1, 0, 0, 2, 2, 1, 1, 1, 0, 1, 1, 1, 0, 2, 0, 2, 1, 0, 0, 1, 2, 2, 1, 2, 1, 0, 2, 0, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1, 1, 0, 2, 0, 0, 2, 1, 2, 1, 0, 2, 2, 2, 0, 0, 2, 0, 1, 0, 0, 1, 2, 2, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 2, 2, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 0, 2, 0, 2, 0, 0, 1, 1, 0, 1, 2, 1, 2]"
"[1.0317842863717455, -0.3049226426076906, 0.5271197297537833, 1.1844172148080276, 1.1544976603158952, 0.33435733421247493, -0.9337926440290345, 0.2780509751971167, -0.4435556120770907, 2.035677868560586, 0.7087652509840215, -0.29973040598566386, -0.34886929180127907, 0.5755394852395994, 0.6518627301691418, -0.9435508192485413, -0.0032674594759295804, 0.34879602527983583, 0.7748979002623713, 1.5466528185427655, -0.04651426835320828, -1.3155275926635162, 0.4944743894161339, 0.27686076609990135, -0.8177491133657564, -0.196449585737768, 0.27639399833598494, 1.3390074515336252, -1.130076050730338, -1.627716838591187, 0.8648928955840981, -1.7071278908954373, -0.2921239993249322, 0.7945875583346895, 1.8575835734852617, 0.6280300365680742, 0.4979396547966465, 0.0012150482519077848, 0.9324748694320907, 0.7132467163468256, 1.7621439664082974, 1.0501746234320668, -0.5816700525358677, 0.7709948720921819, -0.2370967146362813, 0.6691888118556831, 1.3013247259714467, -1.588419284252275, -0.5898496623413889, 0.7383312286433226, -1.1134382672403493, -0.48691622359560094, -1.1143140046668876, -1.6434116197663973, -1.719216608959066, 0.3548242760286777, -0.17057094954493554, -0.5638648724230572, -3.0052849172353975, 0.9475905613454667, 0.0838228368905067, 1.3475499551653256, -0.11873484554515557, -0.3193220630526861, -0.031620918363669925, 0.19399297495684245, 0.2585907220195483, -1.412820607223108, 0.10595465989970995, -0.10256174796904298, -0.16487298052131188, 0.7192039355918796, -0.6233103932032582, 0.6394120164301424, 0.412372477009353, -0.4670142225305988, -0.7006736580848497, 1.5612728635041524, 2.007166080326606, 1.6397396867334417, -0.8339382941323487, 0.026698972783607996, 0.7879107432608574, 1.2523037004007518, 0.7505471440245959, -1.5981133225799982, 2.2156414130308244, 0.695484557025669, 1.055780789338128, 1.955383865195639, 1.6662730146802571, 2.2117814026861486, -0.2927057281478139, -1.4918351754483656, -1.1164080821391849, 1.2430901185815622, -0.34950761209794107, 1.0906362255109177, -1.0419576935391677, 1.1493734990706972]","[1, 2, 0, 0, 2, 0, 1, 2, 2, 0, 1, 2, 2, 1, 1, 2, 0, 2, 2, 0, 2, 1, 1, 2, 1, 1, 0, 1, 1, 0, 2, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 2, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 0, 0, 2, 2, 2, 0, 1, 2, 0, 1, 2, 1, 2, 1, 2, 2, 0, 2, 0, 2, 2, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0]"
"[-0.2113842059800882, -1.5264785680359154, 0.46288473948559306, 2.994202997345178, 0.8547311456962821, -0.47664918706870746, 0.4013150538355127, -0.4549016146787572, 0.1641125754620441, -0.5825621722655449, -1.8330893073176289, -0.017404128614842064, -0.806071648954935, -1.373659204554304, 0.29658579948042035, -0.017489437291656928, 0.7965711735595532, 0.17749890243252656, 0.5347705479101527, 0.6577612009825112, -0.3213480833410544, -1.3107403255640935, 0.7079036983602343, 0.07490554659818305, -0.7565892188103752, -0.35495302162976256, -0.1096705437687981, 0.17009838427215504, 0.005113948771710662, 2.2268785862151614, 0.1102550716200229, -1.5762318128520751, 0.2158668707034232, 2.216487053151587, -0.9810452211298487, 0.1236351105853182, -0.18124366799526664, -0.8242346123157404, -0.10180073197612029, 0.2848487247841258, 0.6613499655355021, 0.12697422244006137, -0.3594956119758639, -1.589146958705361, 0.040652208687743684, -0.8983319946727001, -0.3894173906406089, 0.7078653957231411, 0.6940397741831943, 1.1372097493453197, -2.042926552606239, -0.5673486020885029, -0.8218316012464223, 0.002800080946314161, -1.632281910940825, 0.27161085497679244, -0.40615995316347475, -2.340732646673974, 0.8244961897968377, 1.3076934124125101, -0.05486082640617425, 0.06472042720871649, -0.8995114958682028, -0.09476411351333315, -1.3571449222896128, 0.911915591272337, 1.4594751605469891, 0.9334859001492104, 0.5791782330345462, 0.6862446755500079, 0.6743821333427036, -1.1291067706034925, -0.2926668704761225, 1.630479761228532, -1.6333512625889763, -1.477326443910632, 0.9051842261203181, 0.06499710828482984, 0.5087613943295289, -0.7990582788796345, 1.543853861876656, 1.4873391034474537, 0.886834471809343, -0.5890945811458531, 0.2856692170635159, -0.3958908042490465, -0.29797806225108053, -2.554439103331153, -0.7393600835900969, 0.3300057042499039, 0.7125919412829572, 0.7716724949340314, 0.6908174726044599, -0.10681743399125912, 0.18379719892892188, -0.12012088000416467, -0.38340978619370436, 0.22821936980696023, 0.1888819163480968, -1.2724431518832378]","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 1, 1, 2, 0, 1, 0, 2, 1, 2, 2, 0, 1, 1, 1, 2, 0, 1, 0, 1, 0, 1, 2, 1, 2, 2, 0, 2, 1, 0, 1, 0, 0, 0, 2, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 2, 0, 2, 0, 1, 1, 2, 1, 1, 1, 0, 2, 1, 2, 0, 0, 2, 2, 1, 1, 1, 2, 2, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 2, 1, 0, 0, 1, 1]"
"[-0.6179653421651161, 1.8794350327065859, 1.78265154778082, 0.442999695696995, -0.2559996902786824, -0.6289536182601961, -0.5733947108610548, 1.5573316972400828, 0.08566351202360119, 0.665263893480805, 0.5702207559701459, -0.07356977117583274, 1.2807504444315578, 2.0995835842806425, 1.3293500312648794, 0.9151309100756176, 0.15494473430119626, -0.2771710216327398, -0.391996358818286, 2.225965549881607, 0.12524925199385617, -0.4452755257454648, 1.3691508689247676, 1.4420516789423077, 0.829184941640664, -0.9311829866787268, -0.1774908631407454, 0.6558637385101648, -0.16739429910348516, 0.2739647517161986, -1.1530575143641029, 0.4731811948538393, -0.972351565380589, -1.1343328372981638, 0.6835382934183761, -0.1587475948194785, -1.3769296903963175, 0.8748829250590227, 1.5183995580123393, 0.5526169523459598, -1.3636359915584493, -0.9851616757513431, -0.36256232385438464, -1.2595172937674082, 1.3135424709638632, -2.492816798092106, -1.01420452198341, 0.683030614134951, -0.9941800567611603, -0.4209999775329625, 0.14515602437358296, 1.3062713245463853, -1.8229917941163525, 0.7552113121047076, -0.6657557789276775, 0.7358649824600708, -0.5084657004082868, 2.088128711489212, 0.5733147910270643, 0.3201110182196567, 0.3319359563772185, -1.400918962300757, -1.5510143993436465, 0.19529632672969152, 1.8055628168133067, 1.195182351575209, 0.3536855755396708, -0.4262498372365031, 0.21038085134531004, 0.8601252265480356, 0.950444050559652, -2.056821207224853, -0.4097254363467603, 0.5653228034785251, 1.565592777611362, -0.19770289991596682, 0.12857506580898917, -0.5574513731426839, -0.3286778400254371, -1.628192749770929, 0.13813967594536042, 1.0178727893374486, -0.8620482896485209, 0.2934773983432644, 1.9868810913591686, 1.1954074220952093, -1.1105143992528188, -1.3676970409598606, -0.737694648100367, 0.24900254246711637, -0.4029859500818592, -0.11159623445627063, 2.031633341220257, -0.19898590501517335, 1.8325475052355475, 1.4389497147104735, 0.8323498157619382, -2.056759650021958, 0.329276427777332, -0.5751540847942681]","[1, 1, 2, 1, 2, 1, 1, 0, 0, 1, 1, 2, 0, 1, 1, 0, 1, 0, 1, 0, 0, 2, 2, 0, 0, 0, 1, 0, 2, 2, 2, 2, 1, 2, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 2, 1, 1, 0, 2, 1, 1, 1, 2, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 1, 1, 0, 2, 1, 1, 0, 2, 2, 1, 1, 1, 0, 0, 0, 2, 0, 1, 2, 2, 0, 1, 0, 0, 2, 0, 1]"
"[2.8570079403163615, -1.1271910363676503, -0.3698788125517413, 0.5588753375110104, 1.5701470388053864, -0.8191942336688905, -0.01114445402394226, -0.3511003200531918, 0.41080012388253834, -0.15954895338132286, -1.1206030705294565, 0.6765967306829045, -0.5439836816692488, 1.9955315999629473, 2.019045728656641, -0.09014845645285993, 1.4370264674695168, 1.0135915662567134, 0.501819852040606, 0.7810864341423562, -1.9734256117630526, 0.3269638792682646, 0.4533653559135926, -1.153031786924188, -1.0287954991581216, -0.42445903233416526, 0.4144163757988941, -1.278156800051854, -0.20058870952231495, 0.9920413683966447, -0.6893843219436518, -0.6426378007116488, 2.997091136971243, -3.0075859464254138, -0.9388727918329292, -0.03779003141732192, 1.0071634524536, -0.9019841934429322, -0.4252394269500737, 0.6671266254723918, -0.5065671606429862, -2.0424561104932275, -0.8420027846348023, 0.5587270330809702, 1.062289169667854, -0.6875151990931093, 1.6984516057457386, 0.44539150407194494, -1.1011419331742653, 1.3820203216954208, -0.4747383679155528, -1.6259981062965183, -0.3439081696353286, 0.2909401628621474, -0.35283502929708477, -0.4773498968661848, -0.4699253977397158, -0.006678769819360637, 0.6687844721212683, -1.2824015317609405, -0.4333978286260665, -0.7033227998033016, 1.4161465390844412, 0.7939124726394771, -0.751761055797982, -0.9088364910483525, 0.531961414069067, 0.8786375708513731, -0.0976370965407718, -1.6362380288979945, -0.882117904121706, -0.8521009779088168, -0.44289250539791036, 0.10457012734313317, -0.3451795911716721, 0.8846312072939022, -0.1865904353762026, -0.7315543767133112, -0.9555547097180399, 0.7488839238671672, 0.419568131494124, -1.325085195907687, 0.4387852296354635, -1.2250201939480752, -0.7929526592720278, -0.09896705055080464, -1.741760049032611, 1.6193521394668655, -0.3470246485968588, 0.3429622135039075, -2.0695944511769784, -0.26675767530305067, 1.8857437258466243, 0.8412254214255704, -1.632362658298278, -0.07255729261326485, 0.42759439425326345, -1.273299307525594, -0.5423623183816034, 0.23846893244736062]","[2, 1, 0, 1, 0, 0, 2, 0, 1, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 0, 2, 1, 1, 2, 0, 2, 0, 2, 1, 0, 0, 1, 1, 0, 2, 1, 2, 1, 0, 2, 1, 0, 2, 2, 0, 0, 2, 1, 1, 0, 0, 0, 1, 2, 1, 2, 1, 1, 1, 2, 0, 2, 0, 0, 1, 0, 0, 0, 2, 1, 2, 0, 2, 2, 2, 0, 0, 1, 1, 2, 2, 0, 2, 1, 0, 1, 2, 1, 1, 2, 1, 0, 2, 0, 0, 0]"
"[-0.8777403947698267, 0.6149085152574443, -1.1592778782905686, 1.04486939311536, -0.5873044651877369, -0.26632148966611247, -0.6018838094964231, 0.17303244969196424, 0.06663896239082054, -0.6313473022426728, -0.8519569921312541, 0.37066700335300157, -0.04281310354246695, -0.9251353886566381, -0.8832538858574551, -0.4680058234315176, -0.7798400635467023, 1.5414669105260783, -1.7299600419942882, 0.20272600958791315, -1.8505083460874834, -1.5509578729741798, 1.8874249691372036, -1.1440568754312277, 0.1044733174618396, -0.9970579927105456, -0.2627111482700133, -1.1869055024116903, 0.12858075922021855, -0.6620321598196345, -0.2791299813016644, -0.269001809489996, 0.12435397537130305, -0.6208189609554616, -1.0818140963270233, -0.35026892602037824, -0.3781792469130449, 1.3061098729648042, 0.397520313388609, 0.11368909344997723, -0.6389316555917953, -0.0924819508778953, 1.8007596054870423, -0.423762248068572, 0.3147872698167703, -0.9520816289114833, 0.014583365319949977, 0.36677555375978366, -0.1734376312487742, 1.3466777724710297, 0.40643972715405463, 2.577917303002674, -1.488943575767223, 0.2602487864384451, 0.27349654584347843, 0.6864604823668002, 0.1998170757183918, -1.0948920763241206, 0.39836277994092617, -1.638415442122221, -0.4934815022015324, -0.1384123511768904, -0.44198709642601774, -0.5885044605876008, -0.07509044088379853, -0.6355665472871328, -0.965815111048844, 0.09799490840423973, 0.8566248621915892, 0.6189176594807448, -1.0375454319713062, 0.06547989238135246, 1.1955440955846768, -0.9547543546952699, -0.38192392676947434, -0.9523376896273689, -1.022143403450412, -1.2979585242731986, -0.3241455605817769, 0.024028827284740616, 0.12690197388441374, -1.1051544599108705, -0.4899996164139802, 0.2102209262844048, -1.6273644534829377, 0.3434087103147884, -0.3838110102793748, -1.3586988306685925, -0.4205234047213315, -0.14467609312353244, 0.012316870424523221, 0.03857638738642696, -1.554407375423587, 0.6131283536076048, -0.9067713040724262, -0.28682972372207216, -1.7816124882543314, -1.5236705462283076, 0.16394971166876307, 1.5572697778803644]","[1, 1, 0, 0, 2, 1, 2, 2, 1, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 0, 1, 0, 2, 2, 0, 0, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 2, 1, 2, 1, 1, 2, 1, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 1, 1, 1, 1, 2, 0, 0, 0, 0, 2, 1, 2, 1, 0, 0, 2, 2, 2, 1, 1, 1, 2]"
"[-1.0331920670716666, 0.6920197509499761, 0.2982561029472167, 1.7845656525256304, -0.9408253974463018, 1.6437936697562483, 1.0045176424670264, 1.1897141113167764, 0.6752719288594086, -1.4118087207888323, 1.5426721775067123, -0.09846430109450534, -1.1746030216000185, -1.809459110484241, -1.5673841214955784, -0.6510459868246155, 1.1220677456337629, -0.7316880932492104, 0.6881285411122041, -0.5885527319400502, -0.5334811919410779, -0.3953361080997282, 1.5568103153710824, 0.4370815892322406, -0.5248512232277748, -0.272718920753258, 1.457055836034133, 1.9879352717727334, -0.15429260993251073, 1.6519185178611298, -0.026780746063414827, -0.41302009494679665, -0.6570428083889482, -1.085249366192476, -0.0660400405591288, -0.7715631704400935, -0.1935682586316811, -1.0855424811822738, 1.1123642567004934, 0.5680797060348086, 1.496792727278437, -0.7551609917234479, 0.27199716870731866, 0.032583265886315015, 0.2528708797394327, -1.014929609352656, 0.2343927017970258, 0.2794635187089046, 1.865118677297813, 1.6724193006980257, 0.1760157574901911, -0.6757552453088135, 0.18045678187879413, 0.16957092573927962, -1.4853242992270697, -1.0435217483424584, -0.22407326339135955, 0.21707713516461527, 1.4265983838552354, -1.352946609971449, 0.16783760573287146, 0.15357718487956615, 0.7908880933116125, 0.08028394814625159, -1.0241434937488234, 2.190345392036566, 0.06044332959858875, -0.11670840778036806, 0.0005913725090364893, 0.8107712633071512, -0.3653166443962787, 0.08267144004689109, -0.6184646285763553, -0.278759146939618, 0.8387459311675695, 2.527929816864043, -0.37986384587131966, 2.3273150303153316, 0.12631017695250388, 0.001093404121423143, -0.6773157997632003, 1.7723042306367986, 0.5393155821612329, -0.8647782193722297, 0.29742032154047365, 0.015176661784896862, 0.6890373538009675, -0.10412673230802556, 0.09737372490393376, -1.3870974491292003, -0.0730493411479544, -0.48499393819780456, -2.0274598660328738, 0.02689750634393048, -0.4648494071455495, -0.839911995938529, -0.3940457579147061, -2.900748253890716, 1.3250941269070156, 1.7317778751278305]","[2, 2, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 2, 1, 0, 1, 1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 2, 2, 0, 2, 0, 2, 0, 0, 1, 0, 1, 2, 2, 0, 2, 1, 1, 0, 2, 2, 0, 2, 0, 2, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 0, 1, 0, 1, 2, 0, 1, 1, 1, 0, 2, 2, 1, 2, 2, 1, 2, 2, 0]"
"[-0.3276828206082934, -0.21191523738352594, 2.112958067406685, 0.8129021895234414, -0.5607016234312323, 0.622400359961719, -0.7758587819109203, 2.1231996915526463, 1.2419278246213619, 1.0871404927044404, 0.37263497358502834, 0.5298321766740041, 1.2753032192603166, 1.4517203815951865, 0.0444114642484683, -0.8052574280524829, 1.059969863262564, 0.5372951627244592, -0.6393468208627435, 0.334436548150259, -0.5493618021109978, -0.308991284947603, 0.7923009667644864, 0.7925348310248798, -0.5223487963213067, -0.8261412401675398, -0.5282838907621301, -1.3541771463172765, -1.690460345381442, -1.8598836998426767, -0.7192575089592884, 2.6117321672121663, -2.6564908501327515, -0.09847187303627644, -0.42465299918526256, -1.3172091347224193, 1.7340031053660527, 0.7752112446548778, -0.534030042983194, -0.5560060305306052, -0.9451036416562322, 0.9920486700586307, 0.16700855611900833, -0.004234276145971503, -0.6648839711685924, 0.1776837806905911, 0.42337628616289286, -0.40626018137784947, -0.2374821479691502, -0.13119462103674484, 0.8938775560213253, -0.37932806968040195, -0.9376442979842833, -0.6631448275407973, -1.6953682857694816, 0.5405010984038169, -0.47846304024990394, -0.1712627935359677, 1.1583930368130417, -0.6946588314299645, 0.8263361719898591, 0.48685620164874804, 1.729837138370539, -0.791425412354422, 0.15574299916838202, -0.00843832690692012, 0.7449472900943485, 0.5927831065726862, 0.8896865091827183, 0.6249675308070325, -0.1693796395152931, 0.4452282386435283, -1.1487081285717404, -1.8321647703471244, 0.5831776623786, -0.22161867559650497, 0.9035265406814293, 0.13650957697746488, -0.5099975072387641, -1.054826156509299, 0.8235071444295237, -1.0770625344323979, 0.2733301446372627, 0.6546150623571879, -1.3129298469918829, -1.8618172805041922, -0.31500692314124273, 1.0751043908923075, -0.877188824207865, -0.17669019731741287, -0.25797634881822795, -0.6675640618907497, -1.5020798458514826, -0.3486983528665441, 1.2521891272915247, 0.3981553467821951, -0.957609742730826, -1.4324553044476944, -0.23756992627397835, 1.5075104868174907]","[2, 2, 2, 2, 1, 2, 1, 1, 2, 1, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 1, 1, 0, 2, 0, 2, 2, 0, 1, 0, 1, 1, 1, 2, 0, 0, 0, 2, 1, 0, 2, 2, 0, 1, 1, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 0, 0, 2, 1, 1, 1, 2, 0, 1, 2, 2, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 2, 1, 2, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2]"
"[1.1763270078879537, 1.324321397826556, -0.8570339259424481, 1.1399716130051534, -0.18017245373473004, 0.27007285828205835, 0.19604718536892382, 1.427905655991317, 1.1056188045276067, 0.22037373858198522, 0.7949266478613236, -2.2164019938110955, -0.8863326975357787, -0.0334008179522491, 1.229752886205647, 1.5487342671913777, -0.5817727876742681, 0.33226122862102214, -0.15678112129420985, 1.3712646801914448, -0.840591035219921, -0.5066132523825598, 0.5573544363288276, -1.2120992754300743, -0.700317273553682, 0.23103466913920048, 1.3417193180996774, 0.7178498456544536, -0.5324583242373915, 1.804627513399929, 1.0996321555311677, -0.4166240416427213, -0.21447466013946886, -0.11089254636990965, 0.16835197303440524, 1.411357394552242, -0.0909243566217553, -0.07403382722895425, -0.7378118187206323, 0.12916264289112903, -0.22089629231080862, 0.5629209843384404, 1.0504593190494738, -1.250933197919238, 0.3190022968963688, 0.8463275669006532, -0.65550003725993, 0.5442447255387662, -1.084300128142052, 0.020466690994215664, 0.3806071854201468, -1.2964057147575043, 1.1129003068113088, -0.7973866278642353, 0.9170008556018985, -0.8490916027150165, 2.2306743821899557, 2.0207510548358454, -0.2148442832479558, -0.6722183966442117, 0.4605691375084111, -1.239688247193125, 2.028797845699903, -1.7007297610223073, 0.035323155231299974, -1.5843534623305051, 0.9096595298736667, -0.10849739685681785, 1.0482075455546278, 1.7211828738625288, 0.06669499887281546, 0.3842146165828609, -1.6973939219515701, -0.9610321525532813, 1.5700865312781396, 1.1071828830682378, -0.9593774602569193, -1.8970750915540786, -0.9093037777384592, 2.0526152433145404, 0.6350154872276569, 1.0859128627969221, 1.8773746315335134, 1.3320209625586046, 0.834331722048468, -1.3332231614398893, -1.4439194619856395, -0.8487839578077356, 0.11282606868599437, 0.5628262114685411, -0.33947182978572094, -0.7379274027994991, -0.8135842937808608, -0.022095449158159673, 0.5984126680096926, 0.3745888792878228, 0.8095251511972142, 2.944472771462861, -1.1618655273685337, 1.3437578543028172]","[0, 0, 2, 1, 0, 2, 2, 0, 0, 1, 1, 2, 1, 2, 2, 0, 2, 2, 2, 1, 1, 2, 1, 2, 1, 0, 2, 1, 0, 2, 2, 1, 2, 1, 2, 2, 1, 0, 2, 2, 0, 2, 0, 1, 0, 0, 2, 2, 0, 2, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 2, 0, 2, 0, 2, 2, 1, 2, 0, 1, 0, 1, 0, 2, 1, 1, 1, 2, 0, 2, 2, 0, 0]"
